id,student_skills,student_fields_of_study,project_prefered_skills,project_prefered_fields_of_study,match_persentage
810,"['SQL', 'Machine Learning', 'C#', 'Python', 'Data Analysis']",Electrical Engineering,"['CSS', 'Data Analysis', 'React', 'Spring Boot', 'Python', 'Kubernetes']",['Data Science'],23.33
811,"['Data Analysis', 'AWS', 'Machine Learning', 'Spring Boot', 'HTML']",Software Engineering,"['Kubernetes', 'Spring Boot', 'Machine Learning', 'Python', 'AWS', 'Docker']",['Electrical Engineering'],35.0
812,"['Data Analysis', 'Kubernetes', 'React']",AI/ML,"['HTML', 'TensorFlow', 'Spring Boot', 'React', 'Java']","['Electrical Engineering', 'AI/ML']",44.0
813,"['Spring Boot', 'Kubernetes', 'C#', 'Docker', 'TensorFlow']",Electrical Engineering,"['React', 'AWS', 'Java', 'Machine Learning']",['Data Science'],0.0
814,"['Docker', 'TensorFlow', 'React', 'HTML', 'Python']",Mathematics,"['Kubernetes', 'HTML', 'React', 'SQL']","['Physics', 'Software Engineering', 'Mechanical Engineering']",35.0
815,"['SQL', 'CSS', 'Machine Learning', 'C#']",Mechanical Engineering,"['SQL', 'AWS', 'Machine Learning', 'HTML']",['Electrical Engineering'],35.0
816,"['Data Analysis', 'Java', 'TensorFlow', 'SQL', 'Machine Learning']",Software Engineering,"['HTML', 'TensorFlow', 'Kubernetes', 'Docker']","['Data Science', 'Physics', 'Software Engineering']",47.5
817,"['C#', 'Python', 'HTML', 'Docker']",Mechanical Engineering,"['TensorFlow', 'Java', 'HTML', 'Docker']","['Physics', 'Software Engineering', 'Computer Science']",35.0
818,"['HTML', 'Kubernetes', 'TensorFlow']",Computer Science,"['HTML', 'AWS', 'React', 'TensorFlow', 'Docker']","['AI/ML', 'Software Engineering', 'Physics']",28.0
819,"['Python', 'HTML', 'SQL']",Mechanical Engineering,"['Spring Boot', 'Machine Learning', 'TensorFlow', 'SQL', 'React']","['Electrical Engineering', 'Mechanical Engineering']",44.0
820,"['C#', 'SQL', 'Spring Boot']",Electrical Engineering,"['AWS', 'React', 'C#', 'Docker', 'CSS', 'HTML']","['AI/ML', 'Mathematics', 'Computer Science']",11.67
821,"['HTML', 'TensorFlow', 'Data Analysis', 'CSS', 'SQL']",AI/ML,"['React', 'C#', 'Python']","['Physics', 'Software Engineering']",0.0
822,"['HTML', 'C#', 'Data Analysis', 'CSS']",Mathematics,"['C#', 'Spring Boot', 'AWS', 'Java', 'Machine Learning']","['Physics', 'Electrical Engineering']",14.0
823,"['Kubernetes', 'AWS']",Physics,"['AWS', 'React', 'Kubernetes', 'Java', 'SQL']","['Electrical Engineering', 'Mathematics']",28.0
824,"['Spring Boot', 'React', 'Machine Learning', 'TensorFlow', 'HTML']",Data Science,"['SQL', 'React', 'Spring Boot', 'Java']",['Electrical Engineering'],35.0
825,"['Java', 'AWS', 'Python', 'SQL']",Software Engineering,"['Kubernetes', 'C#', 'Docker', 'TensorFlow']",['Electrical Engineering'],0.0
826,"['HTML', 'CSS', 'AWS']",Mechanical Engineering,"['Python', 'Machine Learning', 'SQL']","['Data Science', 'Software Engineering']",0.0
827,"['TensorFlow', 'C#', 'CSS']",Data Science,"['CSS', 'Data Analysis', 'Kubernetes', 'AWS', 'Spring Boot']","['Electrical Engineering', 'AI/ML', 'Data Science']",44.0
828,"['Kubernetes', 'AWS', 'Docker', 'SQL']",Electrical Engineering,"['AWS', 'Docker', 'Spring Boot']","['Data Science', 'Physics']",46.67
829,"['TensorFlow', 'HTML', 'React', 'Machine Learning', 'Kubernetes']",Computer Science,"['TensorFlow', 'C#', 'HTML', 'Spring Boot']","['Mathematics', 'Mechanical Engineering']",35.0
830,"['C#', 'AWS', 'Spring Boot', 'Docker', 'React']",Mechanical Engineering,"['HTML', 'AWS', 'SQL', 'C#', 'React']","['Electrical Engineering', 'Physics']",42.0
831,"['Python', 'HTML', 'Docker', 'Spring Boot']",Computer Science,"['AWS', 'Java', 'Spring Boot', 'SQL']","['Computer Science', 'Physics']",47.5
832,"['Docker', 'C#', 'TensorFlow', 'HTML', 'React']",AI/ML,"['Spring Boot', 'Docker', 'C#', 'AWS', 'HTML', 'Data Analysis']",['Mechanical Engineering'],35.0
833,"['Java', 'SQL']",Mechanical Engineering,"['Java', 'Python', 'Spring Boot', 'HTML']","['Data Science', 'Physics']",17.5
834,"['CSS', 'React', 'Python', 'AWS', 'Java']",Software Engineering,"['AWS', 'Python', 'Kubernetes', 'Docker']","['Mechanical Engineering', 'AI/ML', 'Mathematics']",35.0
835,"['React', 'Java', 'Docker', 'Machine Learning', 'C#']",Data Science,"['CSS', 'React', 'Data Analysis']","['Data Science', 'AI/ML']",53.33
836,"['HTML', 'Python', 'AWS', 'C#']",Electrical Engineering,"['CSS', 'HTML', 'Java', 'Kubernetes']","['Electrical Engineering', 'Physics']",47.5
837,"['Docker', 'TensorFlow', 'SQL']",AI/ML,"['Java', 'C#', 'AWS']","['Data Science', 'Mathematics']",0.0
838,"['CSS', 'Kubernetes', 'TensorFlow']",Computer Science,"['Java', 'C#', 'HTML', 'Data Analysis', 'Python', 'SQL']","['Computer Science', 'Mechanical Engineering', 'Physics']",30.0
839,"['Spring Boot', 'Machine Learning', 'CSS', 'Java', 'Docker']",Computer Science,"['TensorFlow', 'CSS', 'Python', 'Data Analysis']","['Software Engineering', 'Physics']",17.5
840,"['TensorFlow', 'Spring Boot']",Computer Science,"['C#', 'Python', 'Machine Learning', 'Kubernetes']","['Data Science', 'Electrical Engineering', 'Mathematics']",0.0
841,"['Kubernetes', 'Spring Boot', 'HTML', 'C#', 'SQL']",Mathematics,"['SQL', 'Spring Boot', 'React', 'Machine Learning', 'HTML', 'AWS']","['Mathematics', 'Data Science']",65.0
842,"['Spring Boot', 'React', 'C#']",Software Engineering,"['CSS', 'Docker', 'Python', 'Spring Boot', 'Machine Learning']","['Data Science', 'Mathematics', 'Computer Science']",14.0
843,"['Java', 'Data Analysis']",Software Engineering,"['HTML', 'Kubernetes', 'Docker', 'Java']","['Software Engineering', 'AI/ML']",47.5
844,"['SQL', 'Spring Boot', 'AWS']",Software Engineering,"['AWS', 'Docker', 'Kubernetes', 'Data Analysis', 'C#', 'Python']","['Mechanical Engineering', 'Mathematics', 'Computer Science']",11.67
845,"['SQL', 'Java', 'Machine Learning', 'Data Analysis', 'Kubernetes']",Physics,"['Java', 'CSS', 'Kubernetes', 'HTML', 'SQL']","['AI/ML', 'Mechanical Engineering']",42.0
846,"['Machine Learning', 'Python']",Mathematics,"['TensorFlow', 'AWS', 'CSS']","['Physics', 'Data Science', 'AI/ML']",0.0
847,"['HTML', 'React', 'C#', 'Kubernetes']",AI/ML,"['Java', 'Python', 'CSS', 'Spring Boot']","['AI/ML', 'Mechanical Engineering', 'Software Engineering']",30.0
848,"['SQL', 'Python', 'Kubernetes', 'CSS']",Physics,"['HTML', 'SQL', 'Machine Learning', 'Python', 'Kubernetes', 'C#']","['Mathematics', 'Mechanical Engineering', 'Electrical Engineering']",35.0
849,"['Java', 'Docker', 'Python', 'Kubernetes']",Physics,"['Machine Learning', 'HTML', 'SQL', 'CSS']","['Physics', 'Mechanical Engineering']",30.0
850,"['Docker', 'TensorFlow', 'CSS', 'C#']",Mathematics,"['Machine Learning', 'Docker', 'Java', 'AWS', 'SQL', 'CSS']","['Software Engineering', 'Mechanical Engineering']",23.33
851,"['Kubernetes', 'Spring Boot']",Mathematics,"['Data Analysis', 'C#', 'Docker', 'AWS']","['Data Science', 'Mathematics', 'Physics']",30.0
852,"['Python', 'AWS', 'React', 'Spring Boot', 'Machine Learning']",Electrical Engineering,"['CSS', 'React', 'Kubernetes', 'SQL', 'Java', 'Spring Boot']",['Software Engineering'],23.33
853,"['Java', 'CSS', 'React']",Mechanical Engineering,"['HTML', 'C#', 'SQL', 'CSS']",['Software Engineering'],17.5
854,"['Python', 'Java']",Mechanical Engineering,"['SQL', 'HTML', 'Python', 'TensorFlow', 'C#']",['Computer Science'],14.0
855,"['Machine Learning', 'Data Analysis', 'C#']",Data Science,"['HTML', 'Spring Boot', 'Python', 'CSS', 'AWS']","['Electrical Engineering', 'Data Science']",30.0
856,"['Java', 'Kubernetes', 'Machine Learning']",Data Science,"['Python', 'SQL', 'Data Analysis', 'AWS', 'React', 'Machine Learning']",['Data Science'],41.67
857,"['Machine Learning', 'C#', 'TensorFlow', 'Python', 'Docker']",Physics,"['React', 'Kubernetes', 'Docker']","['Physics', 'Software Engineering', 'AI/ML']",53.33
858,"['CSS', 'Spring Boot', 'Docker']",Mechanical Engineering,"['Data Analysis', 'SQL', 'HTML']",['Data Science'],0.0
859,"['Docker', 'Kubernetes']",Mechanical Engineering,"['AWS', 'Spring Boot', 'Machine Learning', 'C#', 'SQL']","['Data Science', 'Electrical Engineering', 'Software Engineering']",0.0
860,"['Data Analysis', 'CSS', 'HTML']",Physics,"['Kubernetes', 'Machine Learning', 'TensorFlow', 'Docker']",['Electrical Engineering'],0.0
861,"['Kubernetes', 'C#', 'Data Analysis', 'Python', 'TensorFlow']",Electrical Engineering,"['React', 'HTML', 'Docker']",['Data Science'],0.0
862,"['C#', 'HTML', 'Python']",Data Science,"['TensorFlow', 'Spring Boot', 'HTML', 'Data Analysis', 'Kubernetes']","['Physics', 'Mathematics']",14.0
863,"['AWS', 'SQL', 'TensorFlow', 'Machine Learning', 'CSS']",Software Engineering,"['React', 'Python', 'C#', 'Machine Learning']","['AI/ML', 'Electrical Engineering']",17.5
864,"['SQL', 'C#', 'Java', 'Kubernetes', 'Data Analysis']",Electrical Engineering,"['HTML', 'Kubernetes', 'Docker', 'Python', 'AWS', 'React']","['Mathematics', 'AI/ML', 'Mechanical Engineering']",11.67
865,"['Spring Boot', 'CSS']",Mathematics,"['CSS', 'TensorFlow', 'HTML', 'SQL']",['AI/ML'],17.5
866,"['TensorFlow', 'Python', 'CSS', 'Data Analysis']",Software Engineering,"['Docker', 'Data Analysis', 'CSS', 'Java']","['AI/ML', 'Physics']",35.0
867,"['C#', 'TensorFlow', 'AWS', 'Kubernetes', 'SQL']",Electrical Engineering,"['SQL', 'Python', 'AWS', 'Java']","['AI/ML', 'Software Engineering']",35.0
868,"['Python', 'Docker']",Computer Science,"['HTML', 'C#', 'Docker', 'Data Analysis', 'Machine Learning']",['AI/ML'],14.0
869,"['Kubernetes', 'Machine Learning', 'TensorFlow', 'Python']",Electrical Engineering,"['C#', 'TensorFlow', 'AWS', 'Data Analysis', 'Machine Learning']",['Software Engineering'],28.0
870,"['Kubernetes', 'Machine Learning', 'Docker']",Physics,"['SQL', 'Kubernetes', 'Data Analysis']",['AI/ML'],23.33
871,"['React', 'Python', 'TensorFlow', 'Docker', 'Kubernetes']",Electrical Engineering,"['Java', 'Docker', 'CSS', 'TensorFlow', 'Kubernetes']","['Software Engineering', 'Computer Science']",42.0
872,"['Spring Boot', 'C#', 'Docker']",Physics,"['Spring Boot', 'Kubernetes', 'AWS', 'React']",['Mathematics'],17.5
873,"['CSS', 'AWS', 'React']",AI/ML,"['Docker', 'Machine Learning', 'HTML', 'AWS', 'SQL']","['Computer Science', 'AI/ML']",44.0
874,"['HTML', 'Kubernetes', 'Docker']",Mechanical Engineering,"['HTML', 'CSS', 'React', 'AWS', 'Python']","['Mathematics', 'Physics']",14.0
875,"['C#', 'Java', 'Docker', 'AWS']",AI/ML,"['CSS', 'SQL', 'C#', 'React']","['Mechanical Engineering', 'Data Science', 'Mathematics']",17.5
876,"['Data Analysis', 'Kubernetes']",AI/ML,"['React', 'Docker', 'CSS']","['Mathematics', 'Software Engineering']",0.0
877,"['Data Analysis', 'Java', 'SQL', 'Kubernetes']",Electrical Engineering,"['Spring Boot', 'Java', 'Python']","['AI/ML', 'Data Science']",23.33
878,"['Docker', 'TensorFlow']",Electrical Engineering,"['Docker', 'Spring Boot', 'C#', 'Machine Learning', 'React', 'Python']","['AI/ML', 'Physics', 'Electrical Engineering']",41.67
879,"['C#', 'Machine Learning', 'Docker', 'Kubernetes']",Computer Science,"['Kubernetes', 'AWS', 'CSS', 'Spring Boot', 'Docker', 'Data Analysis']",['Electrical Engineering'],23.33
880,"['Kubernetes', 'C#', 'CSS', 'Machine Learning', 'AWS']",Electrical Engineering,"['C#', 'React', 'HTML', 'SQL', 'TensorFlow', 'Data Analysis']",['Software Engineering'],11.67
881,"['Machine Learning', 'Data Analysis']",Electrical Engineering,"['Spring Boot', 'Java', 'React', 'HTML', 'C#']","['Software Engineering', 'Mathematics', 'Physics']",0.0
882,"['Spring Boot', 'C#', 'Data Analysis', 'TensorFlow']",Physics,"['Java', 'HTML', 'AWS']",['Mathematics'],0.0
883,"['HTML', 'AWS', 'Kubernetes']",Mechanical Engineering,"['SQL', 'Machine Learning', 'HTML']",['AI/ML'],23.33
884,"['HTML', 'Machine Learning', 'AWS', 'Spring Boot', 'CSS']",Computer Science,"['Python', 'CSS', 'SQL', 'Spring Boot', 'HTML', 'TensorFlow']","['Electrical Engineering', 'Mathematics']",35.0
885,"['HTML', 'Spring Boot']",Electrical Engineering,"['Java', 'AWS', 'C#', 'Docker', 'Data Analysis', 'TensorFlow']","['Physics', 'Mechanical Engineering']",0.0
886,"['Java', 'React', 'Machine Learning', 'SQL', 'TensorFlow']",Electrical Engineering,"['React', 'HTML', 'SQL', 'TensorFlow']","['Electrical Engineering', 'Computer Science', 'Physics']",82.5
887,"['Python', 'React']",Data Science,"['Machine Learning', 'Docker', 'C#', 'CSS']","['Computer Science', 'Electrical Engineering', 'AI/ML']",0.0
888,"['Machine Learning', 'Docker', 'Java', 'CSS', 'Kubernetes']",Electrical Engineering,"['Docker', 'Kubernetes', 'Java', 'HTML']",['Physics'],52.5
889,"['Python', 'AWS', 'HTML', 'React', 'Data Analysis']",Data Science,"['React', 'Spring Boot', 'Java', 'C#']",['Electrical Engineering'],17.5
890,"['HTML', 'C#', 'Machine Learning']",Physics,"['TensorFlow', 'Spring Boot', 'HTML', 'C#', 'SQL', 'Kubernetes']","['Software Engineering', 'Mechanical Engineering']",23.33
891,"['Python', 'C#']",Software Engineering,"['Kubernetes', 'HTML', 'Data Analysis', 'SQL']","['Software Engineering', 'Mathematics', 'Mechanical Engineering']",30.0
892,"['Machine Learning', 'Data Analysis', 'React', 'Spring Boot', 'CSS']",Mechanical Engineering,"['Kubernetes', 'Java', 'Machine Learning', 'C#', 'Data Analysis', 'CSS']","['Computer Science', 'Data Science', 'Software Engineering']",35.0
893,"['TensorFlow', 'SQL', 'HTML']",Mathematics,"['Docker', 'React', 'Machine Learning', 'AWS', 'HTML']","['Mechanical Engineering', 'Software Engineering']",14.0
894,"['SQL', 'HTML', 'Data Analysis']",Software Engineering,"['Docker', 'Java', 'HTML', 'TensorFlow', 'React', 'Machine Learning']","['Physics', 'AI/ML', 'Software Engineering']",41.67
895,"['Data Analysis', 'HTML']",Mathematics,"['C#', 'Python', 'SQL', 'Spring Boot', 'Kubernetes']","['Software Engineering', 'AI/ML']",0.0
896,"['Kubernetes', 'Machine Learning']",Data Science,"['Spring Boot', 'HTML', 'Data Analysis', 'AWS']",['Mathematics'],0.0
897,"['Kubernetes', 'C#', 'SQL', 'Java']",Mathematics,"['HTML', 'Docker', 'Data Analysis']","['Mathematics', 'Software Engineering', 'Mechanical Engineering']",30.0
898,"['SQL', 'React', 'Java', 'HTML']",Software Engineering,"['HTML', 'TensorFlow', 'Data Analysis']","['Software Engineering', 'Physics', 'AI/ML']",53.33
899,"['Spring Boot', 'C#', 'Kubernetes', 'TensorFlow', 'HTML']",Data Science,"['TensorFlow', 'Machine Learning', 'Python', 'Spring Boot', 'HTML']",['Mathematics'],42.0
900,"['Java', 'CSS', 'C#', 'TensorFlow']",Computer Science,"['AWS', 'React', 'HTML', 'Machine Learning', 'C#', 'CSS']","['Computer Science', 'Software Engineering']",53.33
901,"['Data Analysis', 'AWS', 'Java', 'Docker']",Data Science,"['Kubernetes', 'TensorFlow', 'HTML', 'Python', 'Java']","['Electrical Engineering', 'AI/ML']",14.0
902,"['Python', 'Docker']",Computer Science,"['Data Analysis', 'C#', 'Machine Learning', 'CSS', 'SQL', 'Java']",['Computer Science'],30.0
903,"['Data Analysis', 'C#', 'Kubernetes', 'Python']",Computer Science,"['TensorFlow', 'React', 'AWS']","['Mechanical Engineering', 'Data Science', 'Computer Science']",30.0
904,"['Machine Learning', 'C#', 'Python']",Computer Science,"['TensorFlow', 'Machine Learning', 'AWS']","['Mechanical Engineering', 'Mathematics']",23.33
905,"['Spring Boot', 'Python', 'SQL']",Mathematics,"['Machine Learning', 'Data Analysis', 'Kubernetes', 'CSS']","['AI/ML', 'Electrical Engineering', 'Physics']",0.0
906,"['C#', 'SQL', 'CSS', 'AWS', 'HTML']",Computer Science,"['HTML', 'SQL', 'AWS', 'Machine Learning', 'Docker']","['Data Science', 'Mechanical Engineering', 'Software Engineering']",42.0
907,"['Docker', 'Java', 'Kubernetes', 'TensorFlow', 'HTML']",Data Science,"['Data Analysis', 'Docker', 'CSS']","['Data Science', 'Mathematics', 'AI/ML']",53.33
908,"['Data Analysis', 'HTML', 'Spring Boot', 'React']",Computer Science,"['Machine Learning', 'React', 'Docker']","['Mathematics', 'AI/ML', 'Mechanical Engineering']",23.33
909,"['Python', 'Spring Boot', 'Machine Learning', 'AWS']",AI/ML,"['AWS', 'React', 'C#', 'Machine Learning', 'HTML', 'Docker']",['Electrical Engineering'],23.33
910,"['Java', 'HTML', 'Python', 'Kubernetes']",Mathematics,"['TensorFlow', 'Machine Learning', 'AWS']","['Computer Science', 'Mathematics']",30.0
911,"['Java', 'Machine Learning']",Data Science,"['Data Analysis', 'Docker', 'SQL', 'Java']","['Electrical Engineering', 'Physics', 'Computer Science']",17.5
912,"['React', 'Java', 'TensorFlow']",AI/ML,"['Kubernetes', 'CSS', 'React']",['Mechanical Engineering'],23.33
913,"['Docker', 'SQL']",Electrical Engineering,"['Spring Boot', 'Java', 'React', 'Python', 'TensorFlow']","['Mathematics', 'Electrical Engineering', 'Physics']",30.0
914,"['React', 'Data Analysis', 'Machine Learning']",AI/ML,"['CSS', 'Docker', 'Spring Boot', 'Data Analysis']",['Electrical Engineering'],17.5
915,"['AWS', 'Data Analysis', 'Spring Boot', 'HTML']",Electrical Engineering,"['Machine Learning', 'React', 'C#', 'Spring Boot', 'CSS']","['Software Engineering', 'Data Science', 'Computer Science']",14.0
916,"['TensorFlow', 'Kubernetes', 'React', 'C#']",Electrical Engineering,"['Java', 'C#', 'HTML', 'TensorFlow', 'Kubernetes']",['Software Engineering'],42.0
917,"['C#', 'Data Analysis', 'React']",Data Science,"['TensorFlow', 'React', 'Python']","['Electrical Engineering', 'Software Engineering']",23.33
918,"['AWS', 'Java', 'TensorFlow']",Software Engineering,"['CSS', 'Python', 'Docker', 'HTML']","['Mathematics', 'Computer Science', 'Physics']",0.0
919,"['AWS', 'HTML', 'Machine Learning']",Mathematics,"['CSS', 'TensorFlow', 'Java']",['Computer Science'],0.0
920,"['TensorFlow', 'Data Analysis', 'Python']",AI/ML,"['SQL', 'Machine Learning', 'Java']","['AI/ML', 'Computer Science']",30.0
921,"['Data Analysis', 'Python', 'AWS']",AI/ML,"['C#', 'Python', 'Kubernetes', 'SQL', 'Spring Boot']","['Mechanical Engineering', 'Data Science', 'Physics']",14.0
922,"['Spring Boot', 'Data Analysis', 'Java', 'Python']",AI/ML,"['React', 'Data Analysis', 'C#', 'Machine Learning', 'SQL', 'Kubernetes']","['Computer Science', 'Mathematics']",11.67
923,"['HTML', 'SQL', 'C#', 'Machine Learning']",Software Engineering,"['Docker', 'Machine Learning', 'SQL']",['Electrical Engineering'],46.67
924,"['Java', 'C#', 'AWS']",Software Engineering,"['React', 'C#', 'Java', 'Docker', 'AWS', 'Spring Boot']","['Electrical Engineering', 'Mathematics', 'AI/ML']",35.0
925,"['React', 'C#', 'Java']",Physics,"['TensorFlow', 'HTML', 'Java', 'Docker', 'CSS', 'Spring Boot']","['Physics', 'Software Engineering']",41.67
926,"['Python', 'C#', 'Spring Boot']",Software Engineering,"['React', 'Data Analysis', 'Python', 'C#']","['Data Science', 'Mechanical Engineering', 'Software Engineering']",65.0
927,"['Docker', 'Java', 'AWS', 'SQL', 'React']",Electrical Engineering,"['AWS', 'React', 'Data Analysis']","['Physics', 'Mechanical Engineering']",46.67
928,"['Machine Learning', 'HTML', 'SQL']",Mathematics,"['Java', 'SQL', 'AWS', 'TensorFlow', 'Kubernetes']",['Mathematics'],44.0
929,"['Machine Learning', 'C#', 'HTML', 'AWS']",Data Science,"['HTML', 'C#', 'TensorFlow', 'CSS', 'Kubernetes']","['Computer Science', 'AI/ML']",28.0
930,"['C#', 'React', 'AWS']",Electrical Engineering,"['Java', 'Docker', 'Data Analysis']",['Software Engineering'],0.0
931,"['Machine Learning', 'SQL', 'AWS', 'Spring Boot']",Data Science,"['Java', 'Spring Boot', 'Kubernetes', 'Python', 'SQL', 'HTML']","['Physics', 'Computer Science', 'Electrical Engineering']",23.33
932,"['Machine Learning', 'C#', 'Kubernetes', 'Docker', 'Data Analysis']",Physics,"['HTML', 'Kubernetes', 'Python', 'C#', 'AWS']","['Physics', 'Data Science', 'AI/ML']",58.0
933,"['SQL', 'Spring Boot']",Mathematics,"['Spring Boot', 'TensorFlow', 'Kubernetes', 'Docker', 'HTML', 'React']","['Mathematics', 'Software Engineering', 'Mechanical Engineering']",41.67
934,"['React', 'SQL', 'Machine Learning', 'C#', 'Spring Boot']",AI/ML,"['SQL', 'CSS', 'React', 'Java', 'HTML', 'C#']","['Electrical Engineering', 'Software Engineering']",35.0
935,"['Python', 'Java']",AI/ML,"['Java', 'Machine Learning', 'Data Analysis']","['Physics', 'Computer Science']",23.33
936,"['Java', 'Docker']",AI/ML,"['HTML', 'CSS', 'Python', 'React', 'Data Analysis', 'Spring Boot']","['AI/ML', 'Software Engineering', 'Mechanical Engineering']",30.0
937,"['AWS', 'Docker']",Electrical Engineering,"['Docker', 'CSS', 'Data Analysis', 'React']",['Data Science'],17.5
938,"['SQL', 'Spring Boot', 'Kubernetes']",Physics,"['React', 'C#', 'Java', 'Python', 'Spring Boot', 'CSS']",['Computer Science'],11.67
939,"['Docker', 'CSS']",Data Science,"['Java', 'Kubernetes', 'Spring Boot', 'C#', 'SQL']","['AI/ML', 'Physics', 'Mathematics']",0.0
940,"['AWS', 'Spring Boot']",Mathematics,"['SQL', 'Java', 'C#', 'Docker', 'Machine Learning']","['Electrical Engineering', 'Data Science']",0.0
941,"['Spring Boot', 'AWS']",Computer Science,"['AWS', 'C#', 'Java', 'Kubernetes']","['Mechanical Engineering', 'AI/ML']",17.5
942,"['Python', 'Kubernetes']",Electrical Engineering,"['Python', 'SQL', 'CSS', 'C#', 'React']","['Data Science', 'Computer Science', 'AI/ML']",14.0
943,"['TensorFlow', 'Python', 'React']",Electrical Engineering,"['Python', 'C#', 'Spring Boot', 'Data Analysis', 'React', 'HTML']",['Data Science'],23.33
944,"['React', 'Java']",Computer Science,"['React', 'Kubernetes', 'Java']","['Computer Science', 'Mechanical Engineering', 'Physics']",76.67
945,"['Docker', 'Kubernetes', 'TensorFlow']",Mechanical Engineering,"['SQL', 'Spring Boot', 'Docker', 'C#']","['AI/ML', 'Physics', 'Mechanical Engineering']",47.5
946,"['Spring Boot', 'Kubernetes']",AI/ML,"['React', 'Kubernetes', 'AWS', 'SQL', 'Machine Learning']","['Software Engineering', 'Physics', 'Mechanical Engineering']",14.0
947,"['HTML', 'C#', 'CSS', 'SQL']",Physics,"['React', 'Machine Learning', 'Docker', 'TensorFlow']","['Computer Science', 'Software Engineering']",0.0
948,"['SQL', 'AWS', 'React']",AI/ML,"['Data Analysis', 'CSS', 'Kubernetes', 'AWS']",['Mathematics'],17.5
949,"['Spring Boot', 'Data Analysis']",AI/ML,"['React', 'C#', 'Spring Boot', 'CSS', 'Docker', 'TensorFlow']","['Computer Science', 'Physics']",11.67
950,"['React', 'Spring Boot', 'SQL']",AI/ML,"['Kubernetes', 'Machine Learning', 'Java']",['Computer Science'],0.0
951,"['Kubernetes', 'C#', 'Java', 'Machine Learning']",Mathematics,"['Spring Boot', 'Machine Learning', 'C#', 'Docker', 'HTML']","['Mathematics', 'Data Science']",58.0
952,"['AWS', 'Java', 'CSS', 'Docker']",Computer Science,"['Python', 'Data Analysis', 'HTML', 'TensorFlow', 'Kubernetes']","['Physics', 'Software Engineering', 'AI/ML']",0.0
953,"['Python', 'SQL', 'Docker', 'Java']",AI/ML,"['Python', 'Docker', 'React', 'C#', 'TensorFlow', 'Java']","['Electrical Engineering', 'Mechanical Engineering']",35.0
954,"['Kubernetes', 'Data Analysis', 'AWS', 'Spring Boot']",Electrical Engineering,"['React', 'C#', 'Docker', 'Java']",['Physics'],0.0
955,"['React', 'Java', 'TensorFlow', 'Spring Boot', 'Docker']",Electrical Engineering,"['HTML', 'TensorFlow', 'CSS', 'Kubernetes']","['Computer Science', 'Electrical Engineering']",47.5
956,"['CSS', 'Docker']",Electrical Engineering,"['Kubernetes', 'Java', 'C#']","['Physics', 'AI/ML', 'Mechanical Engineering']",0.0
957,"['Spring Boot', 'React']",Data Science,"['Kubernetes', 'Python', 'HTML', 'AWS', 'C#', 'SQL']","['Mathematics', 'Computer Science']",0.0
958,"['SQL', 'Python']",Data Science,"['Spring Boot', 'Docker', 'Kubernetes', 'TensorFlow']","['Mathematics', 'Physics', 'Electrical Engineering']",0.0
959,"['CSS', 'AWS', 'C#', 'Data Analysis', 'Python']",Computer Science,"['SQL', 'Spring Boot', 'React', 'Machine Learning']",['Electrical Engineering'],0.0
960,"['TensorFlow', 'Python', 'C#', 'React']",AI/ML,"['React', 'Java', 'HTML']",['Software Engineering'],23.33
961,"['Data Analysis', 'C#', 'Python', 'Kubernetes', 'AWS']",Computer Science,"['SQL', 'TensorFlow', 'CSS', 'Data Analysis']",['Electrical Engineering'],17.5
962,"['Data Analysis', 'Machine Learning', 'AWS', 'TensorFlow']",Physics,"['HTML', 'Java', 'TensorFlow', 'Machine Learning', 'Docker']","['Computer Science', 'Electrical Engineering', 'Physics']",58.0
963,"['Data Analysis', 'TensorFlow', 'Machine Learning', 'Spring Boot']",Mathematics,"['Java', 'React', 'Kubernetes', 'AWS', 'TensorFlow']",['Mathematics'],44.0
964,"['SQL', 'Spring Boot', 'Kubernetes', 'C#', 'Python']",Electrical Engineering,"['Data Analysis', 'C#', 'HTML']",['Physics'],23.33
965,"['C#', 'Machine Learning', 'TensorFlow', 'AWS']",Electrical Engineering,"['CSS', 'Python', 'HTML']",['Computer Science'],0.0
966,"['Python', 'HTML', 'CSS', 'AWS', 'Java']",Physics,"['Java', 'C#', 'Docker', 'Data Analysis', 'CSS']","['Mathematics', 'Software Engineering', 'Data Science']",28.0
967,"['Python', 'AWS']",Physics,"['Machine Learning', 'Spring Boot', 'Python', 'Data Analysis']","['AI/ML', 'Software Engineering']",17.5
968,"['Machine Learning', 'AWS', 'SQL', 'Python']",AI/ML,"['Data Analysis', 'TensorFlow', 'HTML', 'AWS']",['Mechanical Engineering'],17.5
969,"['React', 'Docker', 'Kubernetes', 'Data Analysis', 'Machine Learning']",Computer Science,"['Spring Boot', 'C#', 'Machine Learning', 'SQL', 'TensorFlow']","['Software Engineering', 'AI/ML']",14.0
970,"['Machine Learning', 'Kubernetes', 'Docker']",Electrical Engineering,"['Machine Learning', 'HTML', 'C#', 'Kubernetes']","['AI/ML', 'Electrical Engineering', 'Data Science']",65.0
971,"['Machine Learning', 'CSS', 'Kubernetes']",AI/ML,"['AWS', 'Data Analysis', 'Kubernetes', 'Spring Boot']","['Software Engineering', 'Electrical Engineering', 'Physics']",17.5
